%USGS SPCMSC mean beach slope derived from lidar surveys from 1999-2018, dunes from  2018 in LMSL, ver 3 Compiled 1/30/26  
%iso_lon %iso_lat %sl_lon %sl_lat %slope %95_up %95_low  dhigh   dlow month year
271.334 29.9193 271.178 29.9159 0.0173 0.0286 0.0061 1.0411 1.0411  1 2015
271.335 29.9104 271.177 29.9081 0.0183 0.0368 0.0010 1.0161 1.0161  1 2015
271.337 29.9015 271.176 29.8976 0.0213 0.0489 0.0010 1.1265 1.1265  1 2015
271.338 29.8926 271.175 29.8936 0.0158 0.0394 0.0010 1.4216 1.1132  1 2015
271.337 29.8836 271.174 29.8878 0.0200 0.0370 0.0031 0.9856 0.9856  1 2015
271.336 29.8746 271.173 29.8805 0.0192 0.0392 0.0010 0.9993 0.9993  1 2015
271.336 29.8656 271.171 29.8734 0.0303 0.0556 0.0050 1.3508 1.3508  1 2015
271.335 29.8566 271.169 29.8660 0.0248 0.0385 0.0111 1.0686 1.0686  1 2015
271.335 29.8476 271.167 29.8578 0.0199 0.0223 0.0175 0.8960 0.8960  1 2015
271.334 29.8387 271.164 29.8498 0.0368 0.0527 0.0210 1.0922 1.0922  1 2015
271.335 29.8297 271.161 29.8417 0.0265 0.0292 0.0239 0.9416 0.9416  1 2015
271.342 29.8128 271.153 29.8288 0.0153 0.0308 0.0010 0.9194 0.9194  1 2015
271.364 29.7727 271.134 29.7873 0.0873 0.1918 0.0010 1.3667 1.3667  1 2015
271.364 29.7637 271.129 29.7801 0.0639 0.1668 0.0010 1.3709 1.3709  1 2015
271.365 29.7548 271.122 29.7730 0.0516 0.0527 0.0505 0.8892 0.8892  1 2015
271.359 29.7381 271.116 29.7662 0.0335 0.0360 0.0311 0.8215 0.8215  1 2015
271.278 29.4923 271.038 29.6616 0.0188 0.0220 0.0156 0.6575 0.6575  1 2015
271.145 29.4086 270.936 29.5481 0.0284 0.0322 0.0246 0.7957 0.7957  1 2015
271.120 29.3930 270.911 29.5324 0.0072 0.0085 0.0060 0.6351 0.6351  1 2015
271.027 29.3375 270.827 29.4956 0.0057 0.0139 0.0010 1.3398 1.3398  1 2015
271.020 29.3312 270.829 29.4920 0.0144 0.0180 0.0109 0.7749 0.7749  1 2015
271.013 29.3251 270.829 29.4880 0.0141 0.0184 0.0097 0.8751 0.8751  1 2015
271.008 29.3172 270.827 29.4841 0.0287 0.0380 0.0194 0.8698 0.8698  1 2015
271.006 29.3084 270.825 29.4804 0.0248 0.0278 0.0217 0.8530 0.8530  1 2015
271.002 29.3002 270.818 29.4737 0.0277 0.0380 0.0174 0.7951 0.7951  1 2015
270.150 29.1286 270.078 29.2845 0.0285 0.0569 0.0001 1.7405 1.0826  1 2015
270.141 29.1256 270.071 29.2814 0.0305 0.0835 0.0010 1.2928 0.9347  1 2015
270.131 29.1222 270.064 29.2773 0.0463 0.0687 0.0240 1.8489 1.0600  1 2015
270.102 29.1123 270.041 29.2508 0.0193 0.0306 0.0081 4.4580 2.7399  1 2015
270.093 29.1081 270.027 29.2443 0.0150 0.0194 0.0107 4.3475 2.7630  1 2015
270.085 29.1036 270.015 29.2370 0.0286 0.0621 0.0010 4.6953 2.9973  1 2015
270.076 29.0989 270.002 29.2297 0.0132 0.0192 0.0072 4.2363 2.3856  1 2015
270.067 29.0939 269.993 29.2251 0.0214 0.0348 0.0079 4.5810 2.8512  1 2015
270.059 29.0884 269.980 29.2176 0.0265 0.0549 0.0010 4.2871 2.9737  1 2015
270.051 29.0831 269.973 29.2118 0.0292 0.0413 0.0172 4.3023 2.2500  1 2015
270.042 29.0782 269.962 29.2024 0.0369 0.0832 0.0010 3.8570 1.6684  1 2015
270.026 29.0671 269.947 29.1880 0.0135 0.0214 0.0055 2.1735 1.4435  1 2015
269.888 28.9738 269.810 29.1021 0.0372 0.0639 0.0105 3.2290 2.2278  1 2015
269.880 28.9685 269.801 29.0984 0.0353 0.0677 0.0028 2.2903 1.0466  1 2015
269.872 28.9631 269.797 29.0965 0.0350 0.0679 0.0022 2.4376 1.0223  1 2015
269.863 28.9578 269.789 29.0926 0.0381 0.0610 0.0153 2.0793 0.9232  1 2015
269.855 28.9530 269.781 29.0893 0.0492 0.0815 0.0169 2.1818 1.1408  1 2015
269.828 28.9389 269.756 29.0930 0.0497 0.1004 0.0010 2.1783 0.9231  1 2015
269.819 28.9351 269.752 29.0933 0.0516 0.1009 0.0023 1.9878 1.0404  1 2015
269.809 28.9324 269.742 29.0941 0.0588 0.1122 0.0054 2.1339 1.2219  1 2015
269.650 28.8728 269.529 29.0606 0.0266 0.0393 0.0138 2.5282 1.6331  1 2015
269.640 28.8688 269.511 29.0661 0.0212 0.0433 0.0010 1.7569 1.2563  1 2015
269.631 28.8650 269.490 29.0718 0.0271 0.0385 0.0156 2.1776 1.3779  1 2015
269.623 28.8602 269.456 29.0882 0.0152 0.0605 0.0010 1.5604 1.0409  1 2015
269.646 28.8006 269.324 29.0615 0.0123 0.0153 0.0094 2.1170 1.5212  1 2015
269.647 28.7916 269.321 29.0609 0.0153 0.0330 0.0010 1.8369 1.3643  1 2015
269.625 28.7535 269.244 29.0466 0.0348 0.0893 0.0010 1.9623 1.1955  1 2015
269.619 28.7464 269.253 29.0466 0.0312 0.0658 0.0010 2.2195 1.2112  1 2015
269.612 28.7397 269.266 29.0490 0.0183 0.0270 0.0095 1.9800 1.5255  1 2015
269.508 28.6716 269.331 29.0619 0.0408 0.1178 0.0010 1.7711 1.0210  1 2015
269.499 28.6679 269.318 29.0606 0.0082 0.0132 0.0033 1.8329 1.2378  1 2015
269.489 28.6644 269.304 29.0577 0.0087 0.0120 0.0054 2.1414 1.4487  1 2015
269.480 28.6603 269.289 29.0533 0.0222 0.0356 0.0089 2.3118 1.6964  1 2015
269.471 28.6557 269.270 29.0495 0.0238 0.0374 0.0102 1.7231 1.3729  1 2015
269.463 28.6512 269.257 29.0473 0.0261 0.0621 0.0010 2.3106 1.2645  1 2015
269.404 28.6149 269.170 29.0455 0.0382 0.0482 0.0282 2.0029 1.2342  1 2015
269.395 28.6106 269.165 29.0453 0.0357 0.0538 0.0175 1.7687 1.0725  1 2015
269.386 28.6074 269.157 29.0476 0.0417 0.0784 0.0051 1.5185 1.2960  1 2015
269.093 28.5830 269.081 29.0489 0.0116 0.0173 0.0059 1.8558 1.3514  1 2015
269.073 28.5829 269.072 29.0511 0.0274 0.0590 0.0010 1.7095 1.1378  1 2015
269.062 28.5825 269.069 29.0532 0.0332 0.0695 0.0010 1.6464 1.1517  1 2015
268.653 28.7191 268.884 29.2125 0.0967 0.1120 0.0813 1.6361 0.9691  1 2015
268.491 28.8083 268.785 29.2272 0.0965 0.1095 0.0834 1.5735 0.9167  1 2015
268.481 28.8102 268.776 29.2305 0.0836 0.0949 0.0723 1.6202 0.9223  1 2015
268.470 28.8113 268.767 29.2342 0.0842 0.0920 0.0763 1.5689 0.9405  1 2015
