%USGS SPCMSC mean beach slope derived from lidar surveys from 1998 to 2018, dunes from 2018 in LMSL, ver 1 Compiled 9/26/19 
%iso_lon %iso_lat %sl_lon %sl_lat %slope %95_up %95_low  dhigh   dlow month year
272.533 30.2002 272.504 30.2848 0.0426 0.0607 0.0245 4.3118 2.4528 10 2018
272.552 30.2060 272.522 30.2884 0.0428 0.0852 0.0004 3.4264 2.3584 10 2018
272.571 30.1988 272.536 30.2916 0.0380 0.0748 0.0013 5.3636 2.6755 10 2018
272.590 30.1950 272.554 30.2941 0.0477 0.0645 0.0310 4.7135 2.5385 10 2018
272.610 30.2009 272.578 30.2977 0.0626 0.0955 0.0296 4.5191 2.6091 10 2018
272.626 30.2120 272.596 30.3012 0.0502 0.0821 0.0183 3.2713 1.9573 10 2018
272.642 30.2206 272.613 30.3059 0.0324 0.0460 0.0187 4.0215 2.5995 10 2018
272.660 30.2248 272.633 30.3109 0.0455 0.0868 0.0041 4.6060 2.1060 10 2018
272.678 30.2331 272.651 30.3143 0.0602 0.1362 0.0010 3.6262 2.3382 10 2018
272.737 30.2495 272.713 30.3214 0.0265 0.0614 0.0010 3.6429 2.0399 10 2018
272.752 30.2608 272.733 30.3170 0.0298 0.0632 0.0010 3.6412 2.0392 10 2018
272.772 30.2673 272.756 30.3182 0.0664 0.1719 0.0010 2.4761 1.7081 10 2018
272.791 30.2739 272.777 30.3201 0.0860 0.2093 0.0010 2.3449 1.4600 10 2018
272.810 30.2799 272.798 30.3227 0.0439 0.1073 0.0010 2.7088 1.8018 10 2018
272.828 30.2889 272.816 30.3251 0.0309 0.0601 0.0017 2.4124 1.8514 10 2018
272.846 30.2976 272.836 30.3270 0.0590 0.0848 0.0333 3.5220 2.0120 10 2018
272.866 30.2991 272.856 30.3307 0.0438 0.0724 0.0153 4.4308 2.8648 10 2018
272.877 30.3088 272.870 30.3331 0.0613 0.1122 0.0104 3.9240 2.6870 10 2018
272.898 30.3106 272.890 30.3365 0.0767 0.1978 0.0010 4.2647 2.8127 10 2018
272.918 30.3086 272.909 30.3402 0.0614 0.1088 0.0141 3.9133 2.3683 10 2018
272.936 30.3079 272.928 30.3442 0.0498 0.0854 0.0142 4.1599 2.7899 10 2018
272.955 30.3127 272.947 30.3478 0.0704 0.1323 0.0085 3.9802 2.6862 10 2018
272.974 30.3157 272.965 30.3515 0.0389 0.0580 0.0198 3.1555 2.1525 10 2018
272.994 30.3148 272.986 30.3553 0.0546 0.0934 0.0159 3.7159 2.2569 10 2018
273.001 30.3286 272.994 30.3565 0.0522 0.1113 0.0010 2.2656 1.5096 10 2018
273.020 30.3359 273.015 30.3608 0.0360 0.0702 0.0018 2.6517 1.7987 10 2018
273.059 30.3453 273.056 30.3669 0.0525 0.0818 0.0231 2.8762 1.7782 10 2018
273.080 30.3490 273.074 30.3703 0.0669 0.1202 0.0137 2.9337 1.8406 10 2018
273.100 30.3503 273.096 30.3734 0.0845 0.1311 0.0378 4.0534 2.7694 10 2018
273.117 30.3596 273.116 30.3766 0.0748 0.1119 0.0377 4.3139 2.8599 10 2018
273.138 30.3602 273.136 30.3794 0.0568 0.0854 0.0282 4.0629 2.8199 10 2018
273.157 30.3581 273.153 30.3822 0.0606 0.1216 0.0010 2.9776 1.9526 10 2018
273.176 30.3635 273.174 30.3847 0.0424 0.1032 0.0010 3.0373 1.9853 10 2018
273.196 30.3667 273.197 30.3871 0.0550 0.0817 0.0284 2.8401 1.7451 10 2018
273.217 30.3687 273.215 30.3894 0.0473 0.1047 0.0010 3.2712 1.9962 10 2018
273.238 30.3685 273.235 30.3913 0.0547 0.1273 0.0010 4.4536 2.4626 10 2018
273.258 30.3657 273.257 30.3937 0.0357 0.0785 0.0010 3.3112 2.0852 10 2018
273.274 30.3741 273.272 30.3947 0.0483 0.1047 0.0010 4.5538 2.4588 10 2018
273.294 30.3757 273.294 30.3959 0.0314 0.0501 0.0128 3.3353 2.2373 10 2018
273.315 30.3778 273.315 30.3971 0.0457 0.0830 0.0084 5.8587 2.0798 10 2018
273.354 30.3705 273.354 30.3977 0.0529 0.1281 0.0010 3.0546 1.8386 10 2018
273.374 30.3765 273.373 30.3969 0.0586 0.0813 0.0359 3.5756 2.3086 10 2018
273.394 30.3742 273.394 30.3956 0.0514 0.0780 0.0249 4.7655 2.6765 10 2018
273.413 30.3667 273.413 30.3936 0.0473 0.0700 0.0245 4.3514 2.4874 10 2018
273.432 30.3600 273.432 30.3923 0.0252 0.0436 0.0067 4.9762 2.1512 10 2018
273.453 30.3564 273.456 30.3897 0.0496 0.0747 0.0245 5.5165 2.8525 10 2018
273.473 30.3613 273.475 30.3883 0.0351 0.0793 0.0010 3.7635 2.1665 10 2018
273.493 30.3631 273.495 30.3824 0.0487 0.0740 0.0235 4.0650 2.1700 10 2018
273.514 30.3656 273.515 30.3838 0.0636 0.1230 0.0042 3.3004 2.0194 10 2018
273.535 30.3652 273.535 30.3843 0.0547 0.0804 0.0291 4.0526 2.4406 10 2018
273.556 30.3652 273.558 30.3846 0.0633 0.0827 0.0439 8.3497 2.5107 10 2018
273.577 30.3636 273.580 30.3812 0.0603 0.0988 0.0218 3.5370 2.1230 10 2018
273.597 30.3615 273.600 30.3793 0.0612 0.0893 0.0330 3.4287 2.1677 10 2018
273.618 30.3615 273.620 30.3771 0.0602 0.0735 0.0469 3.3331 2.2621 10 2018
273.638 30.3567 273.639 30.3746 0.0489 0.0895 0.0083 7.0925 2.4375 10 2018
273.659 30.3554 273.663 30.3705 0.0633 0.0973 0.0293 3.7856 2.1576 10 2018
273.679 30.3527 273.683 30.3673 0.0540 0.0791 0.0288 5.1157 2.6507 10 2018
273.700 30.3489 273.702 30.3635 0.0601 0.0931 0.0270 5.1117 2.5307 10 2018
